Unnamed: 0,budget,popularity,runtime,vote_average,cast,Story,year
1559,29000000,55.109138,123.0,7.7,Rachel McAdams,"The Notebook An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths. poem river sadness fight love of one's life Romance Drama Nick Cassavetes",2004
1560,30000000,30.695228000000004,111.0,6.1,Katherine Heigl,27 Dresses Altruistic Jane finds herself facing her worst nightmare as her younger sister announces her engagement to the man Jane secretly adores. lovesickness newspaper bar sister sister relationship new love Comedy Romance Anne Fletcher,2008
1561,35000000,13.788422,102.0,6.0,Miley Cyrus,"Hannah Montana: The Movie When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley? double life pop star musical tennessee teenage girl Comedy Drama Family Music Romance Peter Chelsom",2009
1562,30,4.590277,78.0,6.0,E.G. Daily,"Rugrats in Paris: The Movie The Rugrats are back! There's Tommy the brave one, Chuckie the timid one, Phil and Lil the odd couple, Dil, and spoiled brat Angelica. This time they're wreaking havoc in Paris, France, where Tommy's dad Stu is summoned after yet another one of his inventions took a dump. paris invention Adventure Animation Comedy Family Stig Bergqvist",2000
1563,30000000,3.845231,132.0,5.9,Nick Nolte,The Prince of Tides A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process. american football trainer twin sister suppressed past psychiatrist Drama Romance Barbra Streisand,1991
1564,30000000,26.95272700000001,133.0,7.2,Brad Pitt,"Legends of the Fall An epic tale of three brothers and their father living in the remote wilderness of 1900s USA and how their lives are affected by nature, history, war, and love. brother brother relationship montana based on novel world war i journey round the world Adventure Drama Romance War Edward Zwick",1994
1565,25000000,33.704181,109.0,6.7,George Clooney,"Up in the Air George Clooney plays the dry cynical character of Ryan Bingham, an executive who specializes in ""downsizing"". Ryan lives out of his suitcase, traveling the country for the sole purpose terminating unwanted employees day after day. Just as Ryan is about to reach his life-long goal of the ten million mile frequent flyer mark some major changes come his way. Changes that threaten to crack the cold heartless exterior that is Ryan Bingham. suitcase business omaha on the road downsizing Drama Romance Jason Reitman",2009
1566,30000000,19.92502600000001,125.0,6.7,Jack Nicholson,"About Schmidt 66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process. wife husband relationship channel surfing mullet spiritual journey life changing Drama Comedy Alexander Payne",2002
1567,35000000,43.742241,97.0,6.4,Nicholas Hoult,"Warm Bodies After a zombie becomes involved with the girlfriend of one of his victims, their romance sets in motion a sequence of events that might transform the entire lifeless world. post-apocalyptic dystopia zombie zombie apocalypse interspecies romance Horror Comedy Romance Jonathan Levine",2013
1568,30000000,46.377628,118.0,6.6,Joseph Gordon-Levitt,"Looper In the futuristic action thriller Looper, time travel will be invented but it will be illegal and only available on the black market. When the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like Joe is waiting to mop up. Joe is getting rich and life is good until the day the mob decides to close the loop, sending back Joe's future self for assassination. suicide assassin drug addiction future time travel Action Thriller Science Fiction Rian Johnson",2012
1569,0,9.166658,87.0,4.9,Chris Rock,"Down to Earth After dying before his time, an aspiring comic gets a second shot at life... by being reincarnated as a wealthy but un-likable businessman. Fantasy Comedy Science Fiction Romance Chris Weitz",2001
1570,30000000,34.36645,89.0,6.0,Christine Cavanaugh,"Babe Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be. sheep pig affection piglet heroism Fantasy Drama Comedy Family Chris Noonan",1995
1571,30000000,12.967137,100.0,5.8,Meryl Streep,"Hope Springs After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship. renewing wedding vows marriage counselling Drama Comedy Romance David Frankel",2012
1572,30000000,50.670253,111.0,6.4,Jason Segel,"Forgetting Sarah Marshall When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall. hawaii one-night stand beauty Comedy Romance Drama Nicholas Stoller",2008
1573,45000000,24.694551,109.0,6.7,Mark Wahlberg,Four Brothers Four adopted brothers return to their Detroit hometown when their mother is murdered and vow to exact revenge on the killers. brother brother relationship robbery arbitrary law adoptive mother revenge Action Crime John Singleton,2005
1574,30000000,11.409124,99.0,5.8,Tina Fey,"Baby Mama A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate. pregnancy and birth surrogate mother Comedy Michael McCullers",2008
1575,0,7.922716,114.0,5.8,Sandra Bullock,"Hope Floats Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom. texas telegram despair leaving one's family funeral Drama Romance Forest Whitaker",1998
1576,30000000,33.385428999999995,89.0,5.9,Anne Hathaway,Bride Wars Two best friends become rivals when their respective weddings are accidentally booked for the same day. bride friendship engagement rivalry wedding Comedy Gary Winick,2009
1577,19000000,8.584398,95.0,5.3,Seth Green,"Without a Paddle Three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. When looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. It revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker D.B. Cooper in 1971. They decide to continue his journey, but do not understand the dangers they will soon encounter. death of a friend treasure hunt Action Adventure Comedy Thriller Steven Brill",2004
1578,37000000,41.569541,98.0,6.3,Jennifer Garner,"13 Going on 30 After total humiliation at her thirteenth birthday party, Jenna Rink wants to just hide until she's thirty. With a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be! new york photographer editor-in-chief wish michael jackson Comedy Fantasy Romance Gary Winick",2004
1579,30000000,43.753585,94.0,7.4,Owen Wilson,Midnight in Paris A romantic comedy about a family traveling to the French capital for business. The party includes a young engaged couple forced to confront the illusion that a life different from their own is better. paris painter detective based on novel screenwriter Fantasy Comedy Romance Woody Allen,2011
